villageInnerId_村庄内部代码,gazetteerId_村志代码,villageId_村庄代码,nameChineseCharacters_村名汉字,nameHanyuPinyin_村名汉语拼音
517.0,517.0,410105101208,杨槐村志,Yanghuai Cun
518.0,518.0,440106019001,渔沙坦村,Yushatan Cun
519.0,519.0,520123102209,清水村,Qingshui Cun
520.0,520.0,210212012205,盐厂新村,Yanchang Xincun
521.0,521.0,350322102217,后溪村,Houxi Cun
522.0,522.0,410105101217,唐庄村,Tangzhuang Cun
523.0,523.0,231102206201,新生村,Xinsheng Cun
524.0,524.0,500113117216,荷花村,Hehua Cun
525.0,525.0,230206200205,库勒村,Kule Cun
526.0,526.0,500118003206,黄瓜山村,Huangguashan Cun
527.0,527.0,360313103201,关里村,Guanli Cun
528.0,528.0,360730203207,东龙村,Donglong Cun
529.0,529.0,NULL,黄家门村,Huangjiamen Cun
530.0,530.0,451031203210,上棒村,Shangbang Cun
531.0,531.0,NULL,草陂村,Caobei Cun
532.0,532.0,500238239204,兰英村,Lanying Cun
533.0,533.0,340721202200,老观村,Laoguan Cun
534.0,534.0,340603100214,黄里村,Huangli Cun
535.0,535.0,522323104204,保冲村,Baochong Cun
536.0,536.0,120112103209,海河湾村,Haihewan Cun
537.0,537.0,422801101203,鸦鹊水村,Yaqueshui Cun
538.0,538.0,522628104207,魁胆村,Kuidan Cun
539.0,539.0,420704001204,莲花村,Lianhua Cun
540.0,540.0,430111006201,红星村,Hongxing Cun
541.0,541.0,510114102202,建设村,Jianshe Cun
542.0,542.0,511922222213,庙坪村,Miaoping Cun
543.0,543.0,431025205201,小湾村,Xiaowan Cun
544.0,544.0,420982102211,新堤村,Xindi Cun
545.0,545.0,120111104207,刘庄村,Liuzhuang Cun
546.0,546.0,120111002211,王兰庄村,Wanglanzhuang Cun
547.0,547.0,510922209211,临江村,Linjiang Cun
548.0,548.0,420821100008,城畈村,Chengfan Cun
549.0,549.0,511323104208,柳树垭村,Liushuya Cun
550.0,550.0,522625102203,大塘村,Datang Cun
551.0,551.0,430321200226,双湖村,Shuanghu Cun
552.0,552.0,510183105203,二龙村,Erlong Cun
553.0,553.0,512022110203,旧居村,Jiuju Cun
554.0,554.0,341302104205,左洼村,Zuowa Cun
555.0,555.0,430381106210,中石村,Zhongshi Cun
556.0,556.0,341021104200,郑村,Zheng Cun
557.0,557.0,NULL,沥坑刘村,Likeng Liu Cun
558.0,558.0,430321200224,稠泉村,Chouquan Cun
559.0,559.0,430725102207,朱家港村,Zhujiagang Cun
560.0,560.0,522622101213,川心堡村,Chuanxinpu Cun
561.0,561.0,150102008202,代州营村,Daizhouying Cun
562.0,562.0,340221101201,北陶村,Beitao Cun
563.0,563.0,520302107206,中桥村,Zhongqiao Cun
564.0,564.0,370683107239,菜园头村,Caiyuantou Cun
565.0,565.0,120111450498,凌庄子村,Lingzhuangzi Cun
566.0,566.0,620723202204,马郡村,Majun Cun
567.0,567.0,NULL,虎牙滩村,Huyatan Cun
568.0,568.0,NULL,土艳村,Tuyan Cun
569.0,569.0,341021204201,方村,Fang Cun
570.0,570.0,510921104210,拱市村,Gongshi Cun
571.0,571.0,520302102205,护城村,Hucheng Cun
572.0,572.0,NULL,冯村,Feng Cun
573.0,573.0,NULL,塘井村,Tangjing Cun
574.0,574.0,341021102205,白杨村,Baiyang Cun
575.0,575.0,620522100211,邢泉村,Xingquan Cun
576.0,576.0,620503103224,张石村,Zhangshi Cun
577.0,577.0,421022113211,青羊岗村,Qingyanggang Cun
578.0,578.0,420704101206,三山村,Sanshan Cun
579.0,579.0,360429204201,殷山村,Yinshan Cun
580.0,580.0,120114113206,西南庄村,Xinanzhuang Cun
581.0,581.0,511324102211,瓦子坪村,Waziping Cun
582.0,582.0,530921204206,岔河村,Chahe Cun
583.0,583.0,431128100225,三里亭村,Sanliting Cun
584.0,584.0,511321235211,唐家坪村,Tangjiaping Cun
585.0,585.0,511024115219,船石村,Chuanshi Cun
586.0,586.0,NULL,膏田村,Gaotian Cun
587.0,587.0,510521110237,新屋咀村,Xinwuju Cun
588.0,588.0,510521118222,石牌坊村,Shipaifang Cun
589.0,589.0,511322111214,锁口村,Suokou Cun
590.0,590.0,430121110204,惠农村,Huinong Cun
591.0,591.0,530111009201,大板桥村,Dabanqiao Cun
592.0,592.0,530112403007,大坝村,Daba Cun
593.0,593.0,532923106204,大波那村,Dabona Cun
594.0,594.0,532931103201,天马村,Tianma Cun
595.0,595.0,530111002007,吴井村,Wujing Cun
596.0,596.0,530112006006,新河村,Xinhe Cun
597.0,597.0,511425110222,万沟村,Wangou Cun
598.0,598.0,511124205207,四合村,Sihe Cun
599.0,599.0,512081114203,石河村,Shihe Cun
600.0,600.0,510183102204,乌木村,Wumu Cun
601.0,601.0,522631208200,肇兴村,Zhaoxing Cun
602.0,602.0,522631106202,竹坪村,Zhuping Cun
603.0,603.0,431121114201,竹山湾村,Zhushanwan Cun
604.0,604.0,361129104206,石下村,Shixia Cun
605.0,605.0,370611005001,八角村,Bajiao Cun
606.0,606.0,370282002206,北阁村,Beige Cun
607.0,607.0,141030100214,白杜村,Baidu Cun
608.0,608.0,210212005201,大王村,Dawang Cun
609.0,609.0,310116101217,长浜村,Changbang Cun
610.0,610.0,310116101204,大茫村,Damang Cun
611.0,611.0,310115137206,沉香村,Chenxiang Cun
612.0,612.0,320412100206,东华村,Donghua Cun
613.0,613.0,310115110223,大星村,Daxing Cun
614.0,614.0,310115144203,成日村,Chengri Cun
615.0,615.0,141031102203,谙正村,Anzheng Cun
616.0,616.0,140221211201,安家皂村,Anjiazao Cun
617.0,617.0,140411103219,安昌村,Anchang Cun
618.0,618.0,321023109217,崔堡村,Cuipu Cun
619.0,619.0,310114106212,仓场村,Cangchang Cun
620.0,620.0,320582105205,程墩村,Chengdun Cun
621.0,621.0,341824200201,仁里村,Renli Cun
622.0,622.0,210681107218,下岗村,Xiagang Cun
623.0,623.0,110111112222,北车营村,Beicheying Cun
624.0,624.0,210681108212,獐岛村,Zhangdao Cun
625.0,625.0,NULL,邓一村,Dengyi Cun
626.0,626.0,510302101209,竹元村,Zhuyuan Cun
627.0,627.0,321181109204,长春村,Changchun Cun
628.0,628.0,341522118205,林祠村,Linci Cun
629.0,629.0,370212004033,磅石村,Bangshi Cun
630.0,630.0,211103018200,赵家村,Zhaojia Cun
631.0,631.0,350322101218,溪尾村,Xiwei Cun
632.0,632.0,370923206231,八里湾村,Baliwan Cun
633.0,633.0,310115103238,陈胡村,Chenhu Cun
634.0,634.0,350181106206,上薛村,Shangxue Cun
635.0,635.0,610581104212,党家村,Dangjia Cun
636.0,636.0,350181107213,南宵村,Nanxiao Cun
637.0,637.0,610124100201,镇丰村,Zhenfeng Cun
638.0,638.0,320382109002,港中村,Gangzhong Cun
639.0,639.0,350526207208,阳山村,Yangshan Cun
640.0,640.0,350721201206,榜山村,Bangshan Cun
641.0,641.0,310116104224,保卫村,Baowei Cun
642.0,642.0,350304100209,后黄村,Houhuang Cun
643.0,643.0,370305109240,北金召村,Beijinzhao Cun
644.0,644.0,NULL,度城村,Ducheng Cun
645.0,645.0,530522101201,洞山村,Dongshan Cun
646.0,646.0,530702201203,玉河村,Yuhe Cun
647.0,647.0,NULL,可邑村,Keyi Cun
648.0,648.0,530111006001,官渡社区(村),Guandu Shequ (Cun)
650.0,650.0,530111005005,云溪村,Yunxi Cun
651.0,651.0,530112403008,周家村,Zhoujia Cun
652.0,652.0,532927104208,小围埂村,Xiaoweigeng Cun
653.0,653.0,330784001219,高镇村,Gaozhen Cun
654.0,654.0,320282104201,官林村,Guanlin Cun
655.0,655.0,330282118208,海星村,Haixing Cun
656.0,656.0,131022100203,北关村,Beiguan Cun
658.0,658.0,NULL,义路村,Yilu Cun
659.0,659.0,530524203210,邑等村,Yideng Cun
660.0,660.0,530111005003,羊甫村,Yangfu Cun
662.0,662.0,110111001204,东瓜地村,Dongguadi Cun
663.0,663.0,370983111236,边院村,Bianyuan Cun
664.0,664.0,110108104212,北安河村,Beianhe Cun
665.0,665.0,141002103217,佰王刘村,Baiwangliu Cun
666.0,666.0,350783104213,可建村,Kejian Cun
667.0,667.0,141124101001,白文村,Baiwen Cun
668.0,668.0,530112403008,八仙庄村,Baxianzhuang Cun
669.0,669.0,120221107201,西塘坨村,Xitangtuo Cun
670.0,670.0,110115005225,北程庄村,Beichengzhuang Cun
671.0,671.0,210682113208,顾家村,Gujia Cun
672.0,672.0,210212005207,小南村,Xiaonan Cun
673.0,673.0,350427002222,茶丰峡村,Chafengxia Cun
674.0,674.0,330783108200,歌山村志,Geshan Cun
675.0,675.0,350921101214,大京村,Dajing Cun
676.0,676.0,610481106213,南韩村,Nanhan Cun
677.0,677.0,NULL,北关村,Beiguan Cun
678.0,678.0,NULL,后孙密城村,Housunmicheng Cun
679.0,679.0,410882202226,西王曲村,Xiwangqu Cun
680.0,680.0,140581001002,城北村,Chengbei Cun
681.0,681.0,110106202203,白盆窑村,Baipenyao Cun
682.0,682.0,140429101203,白和村,Baihe Cun
683.0,683.0,610112007001,杜家堡村,Dujiapu Cun
684.0,684.0,420704400205,杜山村,Dushan Cun
685.0,685.0,410105015201,花胡庄村,Huahuzhuang Cun
686.0,686.0,NULL,小蒲水村,Xiaopushui Cun
687.0,687.0,610823109203,杜羊圈村,Duyangjuan cun
688.0,688.0,320302151208,孤山村,Gushan Cun
689.0,689.0,130632106216,北冯村,Beifeng Cun
690.0,690.0,140724100240,巴洲村,Bazhou Cun
691.0,691.0,110113101215,东马各庄村,Dongmagezhuang Cun
692.0,692.0,130826107205,八间房村,Bajianfang Cun
693.0,693.0,370304103213,北万山村,Beiwanshan Cun
694.0,694.0,610303100203,东岭村,Dongling Cun
695.0,695.0,110112114240,东石村,Dongshi Cun
696.0,696.0,140525108212,北堆村,Beidui Cun
697.0,697.0,110114115209,白庙村,Baimiao Cun
698.0,698.0,411282100204,涧东村,Jiandong Cun
699.0,699.0,410181111204,罗口村,Luokou Cun
700.0,700.0,330523100249,古城村,Gucheng Cun
701.0,701.0,350425105213,汤泉村,Tangquan Cun
702.0,702.0,140521105209,半峪村,Banyu Cun
703.0,703.0,320412411204,东庄村,Dongzhuang Cun
704.0,704.0,NULL,贾岗村,Jiagang Cun
705.0,705.0,370112105205,曹家馆村,Caojiaguan Cun
706.0,706.0,370212002033,北龙口村,Beilongkou Cun
707.0,707.0,320412411206,古方村,Gufang Cun
708.0,708.0,320281105207,观山村,Guanshan Cun
709.0,709.0,330109112203,工农村,Gongnong Cun
710.0,710.0,330781112200,国庆村,Guoqing Cun
711.0,711.0,130421202211,北陈庄村,Beichen Cun
712.0,712.0,NULL,北庄村,Beizhuang Cun
713.0,713.0,110114115205,东二旗村,Dongerqi Cun
714.0,714.0,350104101218,黄山村,Huangshan Cun
715.0,715.0,110105037204,北甸东村,Beidiandong Cun
716.0,716.0,350212108001,(氵+ 丙)洲村,Bingzhou Cun
718.0,718.0,350525108204,塘溪村,Tangxi Cun
719.0,719.0,350902101209,蓝田村,Lantian Cun
720.0,720.0,610822101218,段家寨村,Duanjiazhai Cun
721.0,721.0,610821107202,温家川村,Wenjiachuan Cun
722.0,722.0,330182102285,安仁村,Anren Cun
723.0,723.0,370302101212,查王村,Chawang Cun
724.0,724.0,610302100209,燃灯寺村,Randengsi Cun
725.0,725.0,370212003031,长岭村,Changling Cun
726.0,726.0,370102013212,草山岭村,Caoshanling Cun
727.0,727.0,NULL,大王岭村,Dawangling Cun
728.0,728.0,370112102239,安家庄村,Anjiazhuang Cun
729.0,729.0,310115140201,人民村,Renmin Cun
730.0,730.0,310116101218,五龙村,Wulong Cun
731.0,731.0,610826203230,中角村,Zhongjiao Cun
732.0,732.0,533122204201,九保村,Jiubao Cun
733.0,733.0,310115103237,森林村,Senlin Cun
734.0,734.0,NULL,白河村,Baihe Cun
735.0,735.0,320582105200,凤凰村,Fenghuang Cun
736.0,736.0,320582105200,北邵洼村,Beishaowa Cun
737.0,737.0,370302001002,城一村,Chengyi Cun
738.0,738.0,141181002201,北关村,Beiguan Cun
739.0,739.0,320583105205,红星村,Hongxing Cun
740.0,740.0,320583105209,民和村,Minhe Cun
741.0,741.0,140882101209,北方平村,Beifangping Cun
742.0,742.0,610125204207,文义村,Wenyi Cun
743.0,743.0,141121105214,北齐村,Beiqi Cun
744.0,744.0,532901101205,金星村,Jinxing Cun
745.0,745.0,320723207203,韩圩村,Hanwei Cun
746.0,746.0,440114001202,大陵村,Daling Cun
747.0,747.0,140426103216,北桑鲁村,Beisanglu Cun
748.0,748.0,310115139203,三八村,Sanba Cun
749.0,749.0,530125104215,梨花村,Lihua Cun
750.0,750.0,NULL,金鸭村,Jinya Cun
751.0,751.0,530522102203,江东村,Jiangdong Cun
752.0,752.0,512021217209,铁门村,Tiemen Cun
753.0,753.0,511923102205,黄柳村,Huangliu Cun
754.0,754.0,530128213207,乐乌村,Lewu Cun
755.0,755.0,530111008201,六甲村,Liujia Cun
756.0,756.0,610302102214,姜城村,Jiangcheng Cun
757.0,757.0,610524108215,井溢村,Jingyi Cun
758.0,758.0,610823201203,王梁村,Wangliang Cun
759.0,759.0,610113002204,王家村,Wangjia Cun
760.0,760.0,530102401402,梁家河村,Liangjiahe Cun
761.0,761.0,321181109201,姚家弄村,Yaojialong Cun
762.0,762.0,NULL,新巷村,Xinxiang Cun
763.0,763.0,310115133203,新卫村,Xinwei Cun
764.0,764.0,310115103239,小圩村,Xiaowei Cun
765.0,765.0,320412411200,贺北村,Hebei Cun
766.0,766.0,320412109221,横沟村,Henggou Cun
767.0,767.0,321181109205,群楼村,Qunlou Cun
768.0,768.0,310116101224,温和村,Wenhe Cun
769.0,769.0,310116103202,桑园村,Sangyuan Cun
770.0,770.0,442000006202,长命水村,Changmingshui Cun
771.0,771.0,440106017001,长湴村,Changban Cun
772.0,772.0,310120118210,新塘村,Xintang Cun
773.0,773.0,350922101225,富达村,Fuda Cun
774.0,774.0,110116103204,北年丰村,Beinianfeng Cun
775.0,775.0,110105038200,崔各庄村,Cuigezhuang Cun
776.0,776.0,370685001011,城西吕家村,Chengxilüjia Cun
777.0,777.0,370611001008,城里村,Chengli Cun
778.0,778.0,610821111200,马镇村,Mazhen Cun
779.0,779.0,440106017004,岑村,Cen Cun
780.0,780.0,140727100207,北谷丰村,Beigufeng Cun
781.0,781.0,NULL,曹口村,Caokou Cun
782.0,782.0,370212001029,车家下庄村,Chejiaxiazhuang Cun
783.0,783.0,370687002219,城北村,Chengbei Cun
784.0,784.0,440106003023,车陂村,Chebei Cun
785.0,785.0,140525112211,北坡村,Beipo Cun
786.0,786.0,522301004203,双生村,Shuangsheng Cun
787.0,787.0,350505106213,路口村,Lukou Cun
788.0,788.0,440114107217,茶塘村,Chatang Cun
789.0,789.0,350802100206,东埔村,Dongbu Cun
790.0,790.0,NULL,新盛村,Xinsheng Cun
791.0,791.0,NULL,鞍山村,Anshan Cun
792.0,792.0,140108005200,北固碾村,Beigunian Cun
793.0,793.0,110105036212,曹各庄村,Caogezhuang Cun
794.0,794.0,110105036205,北马房村,Beimafang Cun
795.0,795.0,110108104204,西小营村,Xixiaoying Cun
796.0,796.0,610826201203,西贺家石村,Xihejiashi Cun
797.0,797.0,141181204200,东小景村,Dongxiaojing Cun
798.0,798.0,441900118207,旧飞鹅村,Jiufeie Cun
799.0,799.0,110108102212,门头村,Mentou Cun
800.0,800.0,441900118218,水朗村,Shuilang Cun
801.0,801.0,310115139207,星光村,Xingguang Cun
802.0,802.0,141025101200,北平村,Beiping Cun
803.0,803.0,110114115202,北七家庄村,Beiqijiazhuang Cun
804.0,804.0,140421202212,北岭头村,Beilingtou Cun
805.0,805.0,110116004207,北台上村,Beitaishang Cun
806.0,806.0,330185201227,一都村,Yidu Cun
807.0,807.0,310116112216,水库村,Shuiku Cun
808.0,808.0,310116112209,阮巷村,Ruanxiang Cun
809.0,809.0,610821109219,沙坪寺村,Shapingsi Cun
810.0,810.0,610112009211,讲武殿村,Jiangwudian Cun
811.0,811.0,130105101206,党家庄村,Dangjiazhuang Cun
812.0,812.0,530502101202,沙坝村,Shaba Cun
813.0,813.0,410185103209,八方村,Bafang Cun
814.0,814.0,410482103215,关庙村,Guanmiao Cun
815.0,815.0,530524101207,龙泉村,Longquan Cun
816.0,816.0,530112007007,土堆村,Tudui Cun
818.0,818.0,410482103223,东营村,Dongying Cun
819.0,819.0,130185104211,北胡庄村,Beihuzhuang Cun
820.0,820.0,330621106218,白洋村,Baiyang Cun
821.0,821.0,130126104201,慈峪村,Ciyu Cun
822.0,822.0,410902001008,东白仓村,Dongbaicang Cun
823.0,823.0,440306004012,福永村,Fuyong Cun
824.0,824.0,130982500203,东八村,Dongba Cun
825.0,825.0,441481129213,东升村,Dongsheng Cun
826.0,826.0,410581105237,东皇墓村,Donghuangmu Cun
827.0,827.0,310115103235,营前村,Yingqian Cun
828.0,828.0,130104010201,大谈村,Datan Cun
829.0,829.0,441900118205,鸡翅岭村,Jichiling Cun
830.0,830.0,441900110205,袁山贝村,Yuanshanbei Cun
831.0,831.0,310115136206,沿南村,Yannan Cun
832.0,832.0,410122105209,白坟村,Baifen Cun
833.0,833.0,310116112204,营房村,Yingfang Cun
834.0,834.0,310116109223,张桥村,Zhangqiao cun
835.0,835.0,410527203227,岸上村,Anshang Cun
836.0,836.0,441622103207,枫深村,Fengshen Cun
839.0,839.0,NULL,赤水垟村,Chishuiyang Cun
840.0,840.0,441421131209,侨乡村,Qiaoxiang Cun
841.0,841.0,130185200202,北薛庄村,Beixuezhuang Cun
842.0,842.0,350525104204,美林村,Meilin Cun
843.0,843.0,NULL,蔡和村,Caihe Cun
844.0,844.0,530111004005,十里社区,Shili Shequ
845.0,845.0,610122106211,峒峪村,Dongyu Cun
846.0,846.0,NULL,李氏村,Lishi Cun
847.0,847.0,NULL,牛薛沟村,Niuxuegou Cun
848.0,848.0,130185104218,邓村,Deng Cun
849.0,849.0,331181106206,碧龙村,Bilong Cun
850.0,850.0,310116109204,永联村,Yonglian Cun
851.0,851.0,130127202213,北焦村,Beijiao Cun
852.0,852.0,130185100225,北海山村,Beihaishan Cun
853.0,853.0,330624102204,坂田村,Bantian Cun
854.0,854.0,440604010202,塘头村,Tangtou Cun
855.0,855.0,441900003014,梨川村,Lichuan Cun
856.0,856.0,110105038208,南皋村,Nan'gao Cun
857.0,857.0,610502103213,新店村,Xindian Cun
858.0,858.0,610125101200,安善坊村,Anshanfang Cun
859.0,859.0,110106202210,葆台村,Baotai Cun
860.0,860.0,410106003201,二十里铺村,Ershilipu Cun
861.0,861.0,320582102208,东山村,Dongshan Cun
862.0,862.0,130981203251,王官屯村,Wangguantun Cun
863.0,863.0,410482106211,戴湾村,Daiwan Cun
864.0,864.0,150621105203,柳子圪旦村,Liuzigedan Cun
865.0,865.0,140321201203,理家庄村,Lijiazhuang Cun
866.0,866.0,130602200206,小车村,Xiaoche Cun
867.0,867.0,130185104209,同阁村,Tongge Cun
868.0,868.0,360302103400,上柳源村,Shangliuyuan Cun
869.0,869.0,140724101204,库城村,Kucheng Cun
870.0,870.0,140729102202,崔家沟村,Cuijiagou Cun
871.0,871.0,341525108200,堆谷山村,Duigushan Cun
872.0,872.0,320281108202,三房巷村,Sanfangxiang Cun
873.0,873.0,341824103201,余川村,Yuchuan Cun
874.0,874.0,211004101202,大打白狐村,Dadabaihu Cun
875.0,875.0,530112009002,里仁村,Liren Cun
876.0,876.0,610302100205,永清村,Yongqing Cun
877.0,877.0,630102100204,杨沟湾村,Yanggouwan Cun
878.0,878.0,420302002202,姜湾村,Jiangwan Cun
879.0,879.0,320582105208,恬庄村,Tianzhuang Cun
880.0,880.0,320582107204,新海坝村,Xinhaiba Cun
881.0,881.0,331123105214,后山村,Houshan Cun
882.0,882.0,433127115202,桃子溪村,Taozixi Cun
883.0,883.0,420529203215,栗子坪村,Liziping Cun
884.0,884.0,420506101204,栗林河村,Lilinhe Cun
885.0,885.0,341021205200,三阳村,Sanyang Cun
886.0,886.0,341524103210,大峡谷村,Daxiagu Cun
887.0,887.0,330212110264,胡家坟村,Hujiafen Cun
888.0,888.0,610828206205,云家码头村,Yunjiamatou Cun
889.0,889.0,410105101207,杓袁村,Shaoyuan Cun
890.0,890.0,370302116218,西河村,Xihe Cun
891.0,891.0,610581105205,昝村,Zan Cun
892.0,892.0,141023102221,良陌村,Liangmo Cun
893.0,893.0,330621105209,东桃村,Dongtao Cun
894.0,894.0,440114104205,小㘵村,Xiaobu Cun
895.0,895.0,320282100209,祝陵村,Zhuling Cun
896.0,896.0,370212002034,西九水村,Xijiushui Cun
897.0,897.0,422801208210,高拱桥村,Gaogongqiao Cun
898.0,898.0,140221102200,大白登村,Dabaideng Cun
899.0,899.0,430703114218,放羊坪村,Fangyangping Cun
900.0,900.0,320582101204,欧桥村,Ouqiao Cun
901.0,901.0,330212109212,金山村,Jinshan Cun
902.0,902.0,610828105241,陈家墕村,Chenjiayan Cun
903.0,903.0,610828202200,木头峪村,Mutouyu Cun
904.0,904.0,441423126204,大胜村,Dasheng Cun
905.0,905.0,370305102245,西上庄村,Xishangzhuang Cun
906.0,906.0,310116104202,龙泉村,Longquan Cun
907.0,907.0,220621104204,黄家崴子村,Huangjiawaizi Cun
908.0,908.0,441622110208,黄岭村,Huangling Cun
909.0,909.0,370523102247,西水磨村,Xishuimo Cun
910.0,910.0,NULL,江浦村,Jiangpu Cun
911.0,911.0,610821107210,张家塔村,Zhangjiata Cun
912.0,912.0,320506107209,渡桥村,Duqiao Cun
913.0,913.0,370212003002,西台村,Xitai Cun
914.0,914.0,130123103202,吴兴村,Wuxing Cun
915.0,915.0,130121205225,桃王庄村,Taowangzhuang Cun
916.0,916.0,431002102203,上鲁塘村,Shanglutang Cun
917.0,917.0,440306001020,安乐村,Anle Cun
918.0,918.0,120223101208,赵官屯村,Zhaoguantun Cun
919.0,919.0,310114109219,劳动村,Laodong Cun
920.0,920.0,310116105215,和平村,Heping Cun
921.0,921.0,442000006203,桂南村,Guinan Cun
922.0,922.0,310116103212,建农村,Jiannong Cun
923.0,923.0,130421202204,王安堡村,Wang'anbu Cun
924.0,924.0,411282200211,川口村,Chuankou Cun
925.0,925.0,610528202200,上官村,Shangguan Cun
926.0,926.0,370503200234,东六合村,Dongliuhe Cun
927.0,927.0,310120101232,光明村,Guangming Cun
928.0,928.0,440306001018,甲岸村,Jiaan Cun
929.0,929.0,NULL,赵村,Zhao Cun
930.0,930.0,NULL,兴朱村,Xingzhu Cun
931.0,931.0,130922200206,小许庄村,Xiaoxuzhuang Cun
932.0,932.0,120111100206,邢庄村,Xingzhuang Cun
933.0,933.0,131022102213,无为庄村,Wuweizhuang Cun
934.0,934.0,130121100201,微水村,Weishui Cun
935.0,935.0,140525105203,拦车村,Lanche Cun
936.0,936.0,310116112211,蒋庄村,Jiangzhuang Cun
937.0,937.0,140802201203,赤社村,Chishe Cun
938.0,938.0,445281109214,交丙坛村,Jiaobingtan Cun
939.0,939.0,370481108241,邢寨村,Xingzhai Cun
940.0,940.0,NULL,西林西村,Xilinxi Cun
941.0,941.0,NULL,金红村,Jinhong Cun
942.0,942.0,370687104217,西古现村,Xiguxian Cun
943.0,943.0,140921203205,崔家庄村,Cuijiazhuang Cun
944.0,944.0,140431203201,聪子峪村,Congziyu Cun
945.0,945.0,140121100205,大北村,Dabei Cun
946.0,946.0,310115133202,金建村,Jinjian Cun
947.0,947.0,NULL,大望京村,Dawangjing Cun
949.0,949.0,371626109242,西王村,Xiwang Cun
950.0,950.0,370306003203,西马村,Xima Cun
951.0,951.0,141022103240,两坂村,Liangban Cun
952.0,952.0,140426203214,李堡村,Lipu Cun
953.0,953.0,350303100201,后郭村,Houguo Cun
954.0,954.0,370112005205,辛庄村,Xinzhuang Cun
955.0,955.0,440306004005,和平村,Heping Cun
956.0,956.0,140426100229,城南村,Chengnan Cun
957.0,957.0,140581002001,城东村,Chengdong Cun
958.0,958.0,140921100200,城内村,Chengnei Cun
959.0,959.0,441900128200,潢涌村,Huangchong Cun
960.0,960.0,440114107219,环山村,Huanshan Cun
961.0,961.0,130124100231,西董铺村,Xidongpu Cun
962.0,962.0,440106014001,冼村,Xian Cun
963.0,963.0,411082002007,楚寨村,Chuzhai Cun
964.0,964.0,610802104207,鱼河湾村,Yuhewan Cun
965.0,965.0,411524102218,崔楼村,Cuilou Cun
966.0,966.0,140581101235,酒务村,Jiuwu Cun
967.0,967.0,410522203209,卜居头村,Bujutou Cun
968.0,968.0,610524201208,保宁村,Baoning Cun
969.0,969.0,610113007223,南窑头村,Nanyaotou Cun
970.0,970.0,330522100217,涧塘村,Jiantang Cun
971.0,971.0,610826107213,朱麻硷村,Zhumajian Cun
972.0,972.0,140522102219,李街村,Lijie Cun
974.0,974.0,320506104202,箭泾村,Jianjing Cun
975.0,975.0,410105015007,崔庄村,Cuizhuang Cun
976.0,976.0,410704100209,陈堡村,Chenbao Cun
977.0,977.0,110114115214,郑各庄村,Zhenggezhuang Cun
978.0,978.0,110105023201,驼房营村,Tuofangying Cun
979.0,979.0,110106202214,四合庄村,Sihezhuang Cun
980.0,980.0,110106201218,卢沟桥村,Lugouqiao Cun
981.0,981.0,131127102201,广川街村,Guangchuanjie Cun
982.0,982.0,110111009216,车厂村,Chechang Cun
983.0,983.0,320583105202,兴复村,Xingfu Cun
984.0,984.0,430524207219,黄皮村,Huangpi Cun
986.0,986.0,370686104213,大楚留村,Dachuliu Cun
987.0,987.0,320206003006,华新村,Huaxin Cun
988.0,988.0,410704200205,老道井村,Laodaojing Cun
989.0,989.0,310116102216,新新村,Xinxin Cun
990.0,990.0,110109103202,城子村,Chengzi Cun
991.0,991.0,320582101210,花园村,Huayuan Cun
992.0,992.0,130132101206,故城村,Gucheng Cun
993.0,993.0,350823102215,都康村,Dukang Cun
994.0,994.0,420583101218,廖家林村,Liaojialin Cun
995.0,995.0,410105008010,关虎屯村,Guanhutun Cun
996.0,996.0,510304100204,江姐村,Jiangjie Cun
997.0,997.0,NULL,葛寨村,Gezhai Cun
998.0,998.0,370702005213,崔家村,Cuijia Cun
999.0,999.0,341002100203,篁墩村,Huangdun Cun
1000.0,1000.0,NULL,兰寨村,Lanzhai Cun
1002.0,1002.0,130421205216,工程村,Gongcheng Cun
1003.0,1003.0,410704200203,金灯寺村,Jindengsi Cun
1004.0,1004.0,320125103203,武家嘴村,Wujiazui Cun
1005.0,1005.0,NULL,清卓村,Qingzhuo Cun
1006.0,1006.0,360829106206,松田村,Songtian Cun
1007.0,1007.0,532621108205,大兴寨村,Daxingzhai Cun
1008.0,1008.0,130185106203,古贤村,Guxian Cun
1009.0,1009.0,410306200207,吉利村,Jili Cun
1010.0,1010.0,410104561213,耿庄村,Gengzhuang Cun
1011.0,1011.0,410302100205,葛家岭村,Gejialing Cun
1012.0,1012.0,320506003201,旺山村,Wangshan Cun
1013.0,1013.0,130921205204,高官屯村,Gaoguantun Cun
1014.0,1014.0,431224103212,独石村,Dushi Cun
1015.0,1015.0,410122105214,康庄村,Kangzhuang Cun
1016.0,1016.0,430522201208,牛头冲村,Niutouchong Cun
1017.0,1017.0,320506110207,湖桥村,Huqiao Cun
1018.0,1018.0,430522102206,继志村,Jizhi Cun
1019.0,1019.0,370302002003,城张村,Chengzhang Cun
1020.0,1020.0,370921102218,大伯集村,Daboji Cun
1021.0,1021.0,341522114203,朱老庄村,Zhulaozhuang Cun
1022.0,1022.0,130185500205,符家庄村,Fujiazhuang Cun
1023.0,1023.0,532901101204,大关邑村,Daguanyi Cun
1024.0,1024.0,NULL,小河坝村,Xiaoheba Cun
1025.0,1025.0,110116004211,长元村,Changyuan Cun
1026.0,1026.0,130185102206,岗上村,Gangshang Cun
1027.0,1027.0,NULL,霞水村,Xiashui Cun
1028.0,1028.0,440112008008,沙步村,Shabu Cun
